PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32376301","Towards clinical applications of movie fMRI","Eickhoff SB, Milham M, Vanderwal T.","Neuroimage. 2020 Aug 15;217:116860. doi: 10.1016/j.neuroimage.2020.116860. Epub 2020 May 4.","Eickhoff SB","Neuroimage","2020","2020/05/08","","","10.1016/j.neuroimage.2020.116860"
"29486325","Consistency and similarity of MEG- and fMRI-signal time courses during movie viewing","Lankinen K, Saari J, Hlushchuk Y, Tikka P, Parkkonen L, Hari R, Koskinen M.","Neuroimage. 2018 Jun;173:361-369. doi: 10.1016/j.neuroimage.2018.02.045. Epub 2018 Feb 24.","Lankinen K","Neuroimage","2018","2018/02/28","","","10.1016/j.neuroimage.2018.02.045"
"33147510","Characterizing Inscapes and resting-state in MEG: Effects in typical and atypical development","Vandewouw MM, Dunkley BT, Lerch JP, Anagnostou E, Taylor MJ.","Neuroimage. 2021 Jan 15;225:117524. doi: 10.1016/j.neuroimage.2020.117524. Epub 2020 Nov 2.","Vandewouw MM","Neuroimage","2021","2020/11/04","","","10.1016/j.neuroimage.2020.117524"
"29032323","Neural activity during traumatic film viewing is linked to endogenous estradiol and hormonal contraception","Miedl SF, Wegerer M, Kerschbaum H, Blechert J, Wilhelm FH.","Psychoneuroendocrinology. 2018 Jan;87:20-26. doi: 10.1016/j.psyneuen.2017.10.006. Epub 2017 Oct 5.","Miedl SF","Psychoneuroendocrinology","2018","2017/10/17","","","10.1016/j.psyneuen.2017.10.006"
"11352609","Spatiotemporal brain imaging of visual-evoked activity using interleaved EEG and fMRI recordings","Bonmassar G, Schwartz DP, Liu AK, Kwong KK, Dale AM, Belliveau JW.","Neuroimage. 2001 Jun;13(6 Pt 1):1035-43. doi: 10.1006/nimg.2001.0754.","Bonmassar G","Neuroimage","2001","2001/05/16","","","10.1006/nimg.2001.0754"
"32769969","Aging alters neural activity at event boundaries in the hippocampus and Posterior Medial network","Reagh ZM, Delarazan AI, Garber A, Ranganath C.","Nat Commun. 2020 Aug 7;11(1):3980. doi: 10.1038/s41467-020-17713-4.","Reagh ZM","Nat Commun","2020","2020/08/10","PMC7414222","","10.1038/s41467-020-17713-4"
"35840823","Classifying oscillatory brain activity associated with Indian Rasas using network metrics","Pandey P, Tripathi R, Miyapuram KP.","Brain Inform. 2022 Jul 15;9(1):15. doi: 10.1186/s40708-022-00163-7.","Pandey P","Brain Inform","2022","2022/07/15","PMC9287523","","10.1186/s40708-022-00163-7"
"34558148","Effects of social and emotional context on neural activation and synchrony during movie viewing","Dziura SL, Merchant JS, Alkire D, Rashid A, Shariq D, Moraczewski D, Redcay E.","Hum Brain Mapp. 2021 Dec 15;42(18):6053-6069. doi: 10.1002/hbm.25669. Epub 2021 Sep 23.","Dziura SL","Hum Brain Mapp","2021","2021/09/24","PMC8596971","","10.1002/hbm.25669"
"33229530","Aging and the encoding of changes in events: The role of neural activity pattern reinstatement","Stawarczyk D, Wahlheim CN, Etzel JA, Snyder AZ, Zacks JM.","Proc Natl Acad Sci U S A. 2020 Nov 24;117(47):29346-29353. doi: 10.1073/pnas.1918063117.","Stawarczyk D","Proc Natl Acad Sci U S A","2020","2020/11/24","PMC7703536","","10.1073/pnas.1918063117"
"33977054","MRI-Compatible and Conformal Electrocorticography Grids for Translational Research","Fallegger F, Schiavone G, Pirondini E, Wagner FB, Vachicouras N, Serex L, Zegarek G, May A, Constanthin P, Palma M, Khoshnevis M, Van Roost D, Yvert B, Courtine G, Schaller K, Bloch J, Lacour SP.","Adv Sci (Weinh). 2021 Mar 8;8(9):2003761. doi: 10.1002/advs.202003761. eCollection 2021 May.","Fallegger F","Adv Sci (Weinh)","2021","2021/05/12","PMC8097365","","10.1002/advs.202003761"
"35680054","Act natural: Functional connectivity from naturalistic stimuli fMRI outperforms resting-state in predicting brain activity","Gal S, Coldham Y, Tik N, Bernstein-Eliav M, Tavor I.","Neuroimage. 2022 Sep;258:119359. doi: 10.1016/j.neuroimage.2022.119359. Epub 2022 Jun 6.","Gal S","Neuroimage","2022","2022/06/09","","","10.1016/j.neuroimage.2022.119359"
"34611185","Exploring﻿ electroencephalography with a model inspired by quantum mechanics","Popiel NJM, Metrow C, Laforge G, Owen AM, Stojanoski B, Soddu A.","Sci Rep. 2021 Oct 5;11(1):19771. doi: 10.1038/s41598-021-97960-7.","Popiel NJM","Sci Rep","2021","2021/10/06","PMC8492705","","10.1038/s41598-021-97960-7"
"31585315","Transfer learning of deep neural network representations for fMRI decoding","Svanera M, Savardi M, Benini S, Signoroni A, Raz G, Hendler T, Muckli L, Goebel R, Valente G.","J Neurosci Methods. 2019 Dec 1;328:108319. doi: 10.1016/j.jneumeth.2019.108319. Epub 2019 Oct 1.","Svanera M","J Neurosci Methods","2019","2019/10/05","","","10.1016/j.jneumeth.2019.108319"
"35002602","Carbon-Based Fiber Materials as Implantable Depth Neural Electrodes","Fu X, Li G, Niu Y, Xu J, Wang P, Zhou Z, Ye Z, Liu X, Xu Z, Yang Z, Zhang Y, Lei T, Zhang B, Li Q, Cao A, Jiang T, Duan X.","Front Neurosci. 2021 Dec 22;15:771980. doi: 10.3389/fnins.2021.771980. eCollection 2021.","Fu X","Front Neurosci","2021","2022/01/10","PMC8730365","","10.3389/fnins.2021.771980"
"36704727","Neural correlates of emotion acceptance and suppression in borderline personality disorder","Fernando SC, Beblo T, Lamers A, Schlosser N, Woermann FG, Driessen M, Toepper M.","Front Psychiatry. 2023 Jan 10;13:1066218. doi: 10.3389/fpsyt.2022.1066218. eCollection 2022.","Fernando SC","Front Psychiatry","2023","2023/01/27","PMC9871986","","10.3389/fpsyt.2022.1066218"
"36326213","Intracranial human recordings reveal association between neural activity and perceived intensity for the pain of others in the insula","Soyman E, Bruls R, Ioumpa K, Müller-Pinzler L, Gallo S, Qin C, van Straaten ECW, Self MW, Peters JC, Possel JK, Onuki Y, Baayen JC, Idema S, Keysers C, Gazzola V.","Elife. 2022 Nov 3;11:e75197. doi: 10.7554/eLife.75197.","Soyman E","Elife","2022","2022/11/03","PMC9678359","","10.7554/eLife.75197"
"21775952","Brain imaging investigation of the neural correlates of observing virtual social interactions","Sung K, Dolcos S, Flor-Henry S, Zhou C, Gasior C, Argo J, Dolcos F.","J Vis Exp. 2011 Jul 6;(53):e2379. doi: 10.3791/2379.","Sung K","J Vis Exp","2011","2011/07/22","PMC3196171","","10.3791/2379"
"37460223","Exploring the Neural Processes behind Narrative Engagement: An EEG Study","Dini H, Simonetti A, Bruni LE.","eNeuro. 2023 Jul 17;10(7):ENEURO.0484-22.2023. doi: 10.1523/ENEURO.0484-22.2023. Print 2023 Jul.","Dini H","eNeuro","2023","2023/07/17","PMC10353752","","10.1523/ENEURO.0484-22.2023"
"34858157","Single-Trial MEG Data Can Be Denoised Through Cross-Subject Predictive Modeling","Ravishankar S, Toneva M, Wehbe L.","Front Comput Neurosci. 2021 Nov 11;15:737324. doi: 10.3389/fncom.2021.737324. eCollection 2021.","Ravishankar S","Front Comput Neurosci","2021","2021/12/03","PMC8632362","","10.3389/fncom.2021.737324"
"37449983","Gaze patterns and brain activations in humans and marmosets in the Frith-Happé theory-of-mind animation task","Dureux A, Zanini A, Selvanayagam J, Menon RS, Everling S.","Elife. 2023 Jul 14;12:e86327. doi: 10.7554/eLife.86327.","Dureux A","Elife","2023","2023/07/14","PMC10435231","","10.7554/eLife.86327"
"35182553","Effects of mindset on hormonal responding, neural representations, subjective experience and intake","Franssen S, Jansen A, van den Hurk J, Adam T, Geyskens K, Roebroeck A, Roefs A.","Physiol Behav. 2022 May 15;249:113746. doi: 10.1016/j.physbeh.2022.113746. Epub 2022 Feb 16.","Franssen S","Physiol Behav","2022","2022/02/19","","","10.1016/j.physbeh.2022.113746"
"31958582","Four-dimensional map of direct effective connectivity from posterior visual areas","Sugiura A, Silverstein BH, Jeong JW, Nakai Y, Sonoda M, Motoi H, Asano E.","Neuroimage. 2020 Apr 15;210:116548. doi: 10.1016/j.neuroimage.2020.116548. Epub 2020 Jan 17.","Sugiura A","Neuroimage","2020","2020/01/21","PMC7054169","NIHMS1552223","10.1016/j.neuroimage.2020.116548"
"29782993","Generalized Recurrent Neural Network accommodating Dynamic Causal Modeling for functional MRI analysis","Wang Y, Wang Y, Lui YW.","Neuroimage. 2018 Sep;178:385-402. doi: 10.1016/j.neuroimage.2018.05.042. Epub 2018 May 18.","Wang Y","Neuroimage","2018","2018/05/22","PMC6084485","NIHMS972307","10.1016/j.neuroimage.2018.05.042"
"36161175","Functional near-infrared spectroscopy imaging of the prefrontal cortex during a naturalistic comedy movie","Somech N, Mizrahi T, Caspi Y, Axelrod V.","Front Neurosci. 2022 Sep 8;16:913540. doi: 10.3389/fnins.2022.913540. eCollection 2022.","Somech N","Front Neurosci","2022","2022/09/26","PMC9493198","","10.3389/fnins.2022.913540"
"34955950","The Neural Basis of Social Cognition in Typically Developing Children and Its Relationship to Social Functioning","Lincoln SH, Mukerji CM, Dodell-Feder D, Riccio A, Hooker CI.","Front Psychol. 2021 Dec 10;12:714176. doi: 10.3389/fpsyg.2021.714176. eCollection 2021.","Lincoln SH","Front Psychol","2021","2021/12/27","PMC8703015","","10.3389/fpsyg.2021.714176"
"27720744","The association of serotonin receptor 3A methylation with maternal violence exposure, neural activity, and child aggression","Schechter DS, Moser DA, Pointet VC, Aue T, Stenz L, Paoloni-Giacobino A, Adouan W, Manini A, Suardi F, Vital M, Sancho Rossignol A, Cordero MI, Rothenberg M, Ansermet F, Rusconi Serpa S, Dayer AG.","Behav Brain Res. 2017 May 15;325(Pt B):268-277. doi: 10.1016/j.bbr.2016.10.009. Epub 2016 Oct 5.","Schechter DS","Behav Brain Res","2017","2016/10/11","","","10.1016/j.bbr.2016.10.009"
"27927958","Coding of Event Nodes and Narrative Context in the Hippocampus","Milivojevic B, Varadinov M, Vicente Grabovetsky A, Collin SH, Doeller CF.","J Neurosci. 2016 Dec 7;36(49):12412-12424. doi: 10.1523/JNEUROSCI.2889-15.2016.","Milivojevic B","J Neurosci","2016","2016/12/09","PMC6601969","","10.1523/JNEUROSCI.2889-15.2016"
"28419641","Neural correlates of experimental trauma memory retrieval","Gvozdanovic GA, Stämpfli P, Seifritz E, Rasch B.","Hum Brain Mapp. 2017 Jul;38(7):3592-3602. doi: 10.1002/hbm.23613. Epub 2017 Apr 17.","Gvozdanovic GA","Hum Brain Mapp","2017","2017/04/19","PMC6866833","","10.1002/hbm.23613"
"29311885","Your Brain on the Movies: A Computational Approach for Predicting Box-office Performance from Viewer's Brain Responses to Movie Trailers","Christoforou C, Papadopoulos TC, Constantinidou F, Theodorou M.","Front Neuroinform. 2017 Dec 19;11:72. doi: 10.3389/fninf.2017.00072. eCollection 2017.","Christoforou C","Front Neuroinform","2017","2018/01/10","PMC5742097","","10.3389/fninf.2017.00072"
"27918531","Shared memories reveal shared structure in neural activity across individuals","Chen J, Leong YC, Honey CJ, Yong CH, Norman KA, Hasson U.","Nat Neurosci. 2017 Jan;20(1):115-125. doi: 10.1038/nn.4450. Epub 2016 Dec 5.","Chen J","Nat Neurosci","2017","2016/12/06","PMC5191958","NIHMS827551","10.1038/nn.4450"
"32194085","Representation of viewed and recalled film clips in patterns of brain activity in a person with developmental amnesia","St-Laurent M, Rosenbaum RS, Olsen RK, Buchsbaum BR.","Neuropsychologia. 2020 May;142:107436. doi: 10.1016/j.neuropsychologia.2020.107436. Epub 2020 Mar 16.","St-Laurent M","Neuropsychologia","2020","2020/03/21","","","10.1016/j.neuropsychologia.2020.107436"
"37061128","Intracranial study in humans: Neural spectral changes during watching comedy movie of Charlie Chaplin","Axelrod V, Rozier C, Sohier E, Lehongre K, Adam C, Lambrecq V, Navarro V, Naccache L.","Neuropsychologia. 2023 Jul 4;185:108558. doi: 10.1016/j.neuropsychologia.2023.108558. Epub 2023 Apr 14.","Axelrod V","Neuropsychologia","2023","2023/04/15","","","10.1016/j.neuropsychologia.2023.108558"
"32965760","Reminders activate the prefrontal-medial temporal cortex and attenuate forgetting of event memory","Sekeres MJ, Moscovitch M, Winocur G, Pishdadian S, Nichol D, Grady CL.","Hippocampus. 2021 Jan;31(1):28-45. doi: 10.1002/hipo.23260. Epub 2020 Sep 23.","Sekeres MJ","Hippocampus","2021","2020/09/23","","","10.1002/hipo.23260"
"23978654","Crossmodal integration enhances neural representation of task-relevant features in audiovisual face perception","Li Y, Long J, Huang B, Yu T, Wu W, Liu Y, Liang C, Sun P.","Cereb Cortex. 2015 Feb;25(2):384-95. doi: 10.1093/cercor/bht228. Epub 2013 Aug 26.","Li Y","Cereb Cortex","2015","2013/08/28","","","10.1093/cercor/bht228"
"33884953","Anticipation of temporally structured events in the brain","Lee CS, Aly M, Baldassano C.","Elife. 2021 Apr 22;10:e64972. doi: 10.7554/eLife.64972.","Lee CS","Elife","2021","2021/04/22","PMC8169103","","10.7554/eLife.64972"
"28545933","Extracting multidimensional stimulus-response correlations using hybrid encoding-decoding of neural activity","Dmochowski JP, Ki JJ, DeGuzman P, Sajda P, Parra LC.","Neuroimage. 2018 Oct 15;180(Pt A):134-146. doi: 10.1016/j.neuroimage.2017.05.037. Epub 2017 May 22.","Dmochowski JP","Neuroimage","2018","2017/05/27","","","10.1016/j.neuroimage.2017.05.037"
"37562718","Arousal modulates the amygdala-insula reciprocal connectivity during naturalistic emotional movie watching","Wang L, Hu X, Ren Y, Lv J, Zhao S, Guo L, Liu T, Han J.","Neuroimage. 2023 Oct 1;279:120316. doi: 10.1016/j.neuroimage.2023.120316. Epub 2023 Aug 9.","Wang L","Neuroimage","2023","2023/08/10","","","10.1016/j.neuroimage.2023.120316"
"33418528","Presurgical brain mapping of the language network in pediatric patients with epilepsy using resting-state fMRI","Pur DR, Eagleson R, Lo M, Jurkiewicz MT, Andrade A, de Ribaupierre S.","J Neurosurg Pediatr. 2021 Jan 8;27(3):259-268. doi: 10.3171/2020.8.PEDS20517.","Pur DR","J Neurosurg Pediatr","2021","2021/01/08","","","10.3171/2020.8.PEDS20517"
"32945889","Local syntactic violations evoke fast mismatch-related neural activity detected by optical neuroimaging","Kubota M, Pollonini L, Zouridakis G.","Exp Brain Res. 2020 Nov;238(11):2665-2684. doi: 10.1007/s00221-020-05922-8. Epub 2020 Sep 18.","Kubota M","Exp Brain Res","2020","2020/09/18","","","10.1007/s00221-020-05922-8"
"23882207","Auditory habituation to simple tones: reduced evidence for habituation in children compared to adults","Muenssinger J, Stingl KT, Matuz T, Binder G, Ehehalt S, Preissl H.","Front Hum Neurosci. 2013 Jul 19;7:377. doi: 10.3389/fnhum.2013.00377. eCollection 2013.","Muenssinger J","Front Hum Neurosci","2013","2013/07/25","PMC3715733","","10.3389/fnhum.2013.00377"
"25462696","Evaluation of highly accelerated simultaneous multi-slice EPI for fMRI","Chen L, T Vu A, Xu J, Moeller S, Ugurbil K, Yacoub E, Feinberg DA.","Neuroimage. 2015 Jan 1;104:452-9. doi: 10.1016/j.neuroimage.2014.10.027. Epub 2014 Oct 18.","Chen L","Neuroimage","2015","2014/12/03","PMC4467797","NIHMS689189","10.1016/j.neuroimage.2014.10.027"
"20850240","Influence of attention focus on neural activity in the human spinal cord during thermal sensory stimulation","Stroman PW, Coe BC, Munoz DP.","Magn Reson Imaging. 2011 Jan;29(1):9-18. doi: 10.1016/j.mri.2010.07.012. Epub 2010 Sep 17.","Stroman PW","Magn Reson Imaging","2011","2010/09/21","","","10.1016/j.mri.2010.07.012"
"22623915","Correlated components of ongoing EEG point to emotionally laden attention - a possible marker of engagement?","Dmochowski JP, Sajda P, Dias J, Parra LC.","Front Hum Neurosci. 2012 May 16;6:112. doi: 10.3389/fnhum.2012.00112. eCollection 2012.","Dmochowski JP","Front Hum Neurosci","2012","2012/05/25","PMC3353265","","10.3389/fnhum.2012.00112"
"32598998","Subjective reward value of visual sexual stimuli is coded in human striatum and orbitofrontal cortex","Klein S, Kruse O, Markert C, Tapia León I, Strahler J, Stark R.","Behav Brain Res. 2020 Sep 1;393:112792. doi: 10.1016/j.bbr.2020.112792. Epub 2020 Jun 27.","Klein S","Behav Brain Res","2020","2020/06/30","","","10.1016/j.bbr.2020.112792"
"21126593","Stress-induced reduction in reward-related prefrontal cortex function","Ossewaarde L, Qin S, Van Marle HJ, van Wingen GA, Fernández G, Hermans EJ.","Neuroimage. 2011 Mar 1;55(1):345-52. doi: 10.1016/j.neuroimage.2010.11.068. Epub 2010 Nov 29.","Ossewaarde L","Neuroimage","2011","2010/12/04","","","10.1016/j.neuroimage.2010.11.068"
"28219725","Planar implantable sensor for in vivo measurement of cellular oxygen metabolism in brain tissue","Tsytsarev V, Akkentli F, Pumbo E, Tang Q, Chen Y, Erzurumlu RS, Papkovsky DB.","J Neurosci Methods. 2017 Apr 1;281:1-6. doi: 10.1016/j.jneumeth.2017.02.005. Epub 2017 Feb 20.","Tsytsarev V","J Neurosci Methods","2017","2017/02/22","PMC5407460","NIHMS855718","10.1016/j.jneumeth.2017.02.005"
"36506797","A functional neuroimaging dataset acquired during naturalistic movie watching and narrated recall of a series of short cinematic films","Lee H, Chen J, Hasson U.","Data Brief. 2022 Nov 29;46:108788. doi: 10.1016/j.dib.2022.108788. eCollection 2023 Feb.","Lee H","Data Brief","2022","2022/12/12","PMC9727629","","10.1016/j.dib.2022.108788"
"28988860","Theta Phase Synchronization Is the Glue that Binds Human Associative Memory","Clouter A, Shapiro KL, Hanslmayr S.","Curr Biol. 2017 Oct 23;27(20):3143-3148.e6. doi: 10.1016/j.cub.2017.09.001. Epub 2017 Oct 5.","Clouter A","Curr Biol","2017","2017/10/10","","","10.1016/j.cub.2017.09.001"
"25977755","Portrayed emotions in the movie ""Forrest Gump""","Labs A, Reich T, Schulenburg H, Boennen M, Mareike G, Golz M, Hartigs B, Hoffmann N, Keil S, Perlow M, Peukmann AK, Rabe LN, von Sobbe FR, Hanke M.","F1000Res. 2015 Apr 13;4:92. doi: 10.12688/f1000research.6230.1. eCollection 2015.","Labs A","F1000Res","2015","2015/05/16","PMC4416536","","10.12688/f1000research.6230.1"
"19812314","Synchronous with your feelings: sensorimotor {gamma} band and empathy for pain","Betti V, Zappasodi F, Rossini PM, Aglioti SM, Tecchio F.","J Neurosci. 2009 Oct 7;29(40):12384-92. doi: 10.1523/JNEUROSCI.2759-09.2009.","Betti V","J Neurosci","2009","2009/10/09","PMC6665091","","10.1523/JNEUROSCI.2759-09.2009"
"25124153","Differential modulation of auditory responses to attended and unattended speech in different listening conditions","Kong YY, Mullangi A, Ding N.","Hear Res. 2014 Oct;316:73-81. doi: 10.1016/j.heares.2014.07.009. Epub 2014 Aug 11.","Kong YY","Hear Res","2014","2014/08/16","PMC4194271","NIHMS621458","10.1016/j.heares.2014.07.009"
"24603023","Cumulative activation during positive and negative events and state anxiety predicts subsequent inertia of amygdala reactivity","Pichon S, Miendlarzewska EA, Eryilmaz H, Vuilleumier P.","Soc Cogn Affect Neurosci. 2015 Feb;10(2):180-90. doi: 10.1093/scan/nsu044. Epub 2014 Mar 5.","Pichon S","Soc Cogn Affect Neurosci","2015","2014/03/08","PMC4321619","","10.1093/scan/nsu044"
"19403118","Acute psychological stress reduces working memory-related activity in the dorsolateral prefrontal cortex","Qin S, Hermans EJ, van Marle HJ, Luo J, Fernández G.","Biol Psychiatry. 2009 Jul 1;66(1):25-32. doi: 10.1016/j.biopsych.2009.03.006. Epub 2009 Apr 28.","Qin S","Biol Psychiatry","2009","2009/05/01","","","10.1016/j.biopsych.2009.03.006"
"33732435","A studyforrest extension, an annotation of spoken language in the German dubbed movie ""Forrest Gump"" and its audio-description","Häusler CO, Hanke M.","F1000Res. 2021 Jan 28;10:54. doi: 10.12688/f1000research.27621.1. eCollection 2021.","Häusler CO","F1000Res","2021","2021/03/18","PMC7921887","","10.12688/f1000research.27621.1"
"35231966","[Electrophysiological characteristics of emotion arousal difference between stereoscopic and non-stereoscopic virtual reality films]","Tian F, Zhang W, Li Y.","Sheng Wu Yi Xue Gong Cheng Xue Za Zhi. 2022 Feb 25;39(1):56-66. doi: 10.7507/1001-5515.202101010.","Tian F","Sheng Wu Yi Xue Gong Cheng Xue Za Zhi","2022","2022/03/01","PMC9927750","","10.7507/1001-5515.202101010"
"18647397","Does erotic stimulus presentation design affect brain activation patterns? Event-related vs. blocked fMRI designs","Bühler M, Vollstädt-Klein S, Klemen J, Smolka MN.","Behav Brain Funct. 2008 Jul 22;4:30. doi: 10.1186/1744-9081-4-30.","Bühler M","Behav Brain Funct","2008","2008/07/24","PMC2515325","","10.1186/1744-9081-4-30"
"18065722","Paying attention to social meaning: an FMRI study","Tavares P, Lawrence AD, Barnard PJ.","Cereb Cortex. 2008 Aug;18(8):1876-85. doi: 10.1093/cercor/bhm212. Epub 2007 Dec 7.","Tavares P","Cereb Cortex","2008","2007/12/11","","","10.1093/cercor/bhm212"
"22593737","The effect of moderate acute psychological stress on working memory-related neural activity is modulated by a genetic variation in catecholaminergic function in humans","Qin S, Cousijn H, Rijpkema M, Luo J, Franke B, Hermans EJ, Fernández G.","Front Integr Neurosci. 2012 May 11;6:16. doi: 10.3389/fnint.2012.00016. eCollection 2012.","Qin S","Front Integr Neurosci","2012","2012/05/18","PMC3350069","","10.3389/fnint.2012.00016"
"21925216","Data-based functional template for sorting independent components of fMRI activity","Malinen S, Hari R.","Neurosci Res. 2011 Dec;71(4):369-76. doi: 10.1016/j.neures.2011.08.014. Epub 2011 Sep 10.","Malinen S","Neurosci Res","2011","2011/09/20","","","10.1016/j.neures.2011.08.014"
"16604320","There are differences in cerebral activation between females in distinct menstrual phases during viewing of erotic stimuli: A fMRI study","Gizewski ER, Krause E, Karama S, Baars A, Senf W, Forsting M.","Exp Brain Res. 2006 Sep;174(1):101-8. doi: 10.1007/s00221-006-0429-3. Epub 2006 Apr 8.","Gizewski ER","Exp Brain Res","2006","2006/04/11","","","10.1007/s00221-006-0429-3"
